Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L13	MarPSr13	y	39463	M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L14	MarPSr14	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L15	MarPSr15	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L16	MarPSr16	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L17	MarPSr17	y	39463	M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L18	MarPSr18	y	39463	M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L19	MarPSr19	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L20	MarPSr20	y	39463	M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L21	MarPSr21	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L22	MarPSr22	y	39463	M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Srodkowy	Poland	1999	Sept 1999	L23	MarPSr23	y	39463	F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.58333333	22.78333333	PL5								Rack19	DNA_91																			
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds1	MarPDo01	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds2	MarPDo02	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds4	MarPDo03	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds6	MarPDo04	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds7	MarPDo05	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds8	MarPDo06	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds9	MarPDo07	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds11	MarPDo08	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds12	MarPDo09	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds13	MarPDo10	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds14	MarPDo11	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds15	MarPDo12	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds16	MarPDo13	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds17	MarPDo14	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds18	MarPDo15	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds19	MarPDo16	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds20	MarPDo17	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds21	MarPDo18	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds23	MarPDo19	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds24	MarPDo20	n		M		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds25	MarPDo21	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	Dolistowo	Poland	1999	Nov 1999	Ds26	MarPDo22	n		F		Miroslaw Ratkiewicz (Mirek)	kidney	Biebrza river vally					53.55	22.91666667	PL4								Rack19																				
Microtus	arvalis	"Vel.g.,Glauta,smucice"	Slovenia	1999	03/06/1999	229	MarSLOGv01	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Vel.g.,Glauta,smucice"	Slovenia	1999	05/06/1999	230	MarSLOGv02	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Vel.g.,Glauta,smucice"	Slovenia	1999	06/06/1999	232	MarSLOGv03	y		m		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Vel.g.,Glauta,smucice"	Slovenia	1999	06/06/1999	233	MarSLOGv04	y		m		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	Hodos	Slovenia	1999	28/07/1999	M. arvalis 28.07.1999	MarSLOHo01					Natasa Knap	lung						46.830611	16.319389											RNA_153_62	Lung_266_13	yes	yes				yes											
Microtus	arvalis	"Hodos,Dolenskistream,Hodoskolake"	Slovenia	1999	28/07/1999	TT 99/99	MarSLOHo01	y		m		Tomi Trilar	liver in EtOH	270 m.ü.M.					46.83611111	16.31611111									Rack04	DNA_13																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	1	MarEEs01			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		17													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	2	MarEEs02			m		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		20													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	3	MarEEs03			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		26													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	4	MarEEs04			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		16													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	5	MarEEs05			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		38													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	1999	01/10/1999	6	MarEEs06			m		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		29													Rack07	DNA_10																			
Microtus	arvalis	"Schluderns,Südtirol,Italy"	Italy	2000	Nov 2000	791'00	MarISc01	n			jv	Eva Ladurner		893 m. ü. M															Rack04																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1006	MarPDr01	n		F		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1007	MarPDr02	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1008	MarPDr03	n		F		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1010	MarPDr04	n		F		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1011	MarPDr05	n		F		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1062	MarPDr06	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1063	MarPDr07	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1077	MarPDr08	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1150	MarPDr09	n		F		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1151	MarPDr10	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1153	MarPDr11	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	Drozdowo	Poland	2000	Sept 2000	MaD1154	MarPDr12	n		M		Miroslaw Ratkiewicz (Mirek)	part of leg	in the Narew river vally					53.16666667	22.08333333	PL2								Rack19																				
Microtus	arvalis	"Ribnica,Gorenjskacesta"	Slovenia	2000	01/01/2000	607	MarSLORi01	y		f		Ivan Kos							45.61666667	14.15									Rack04	DNA_13																			
Microtus	arvalis	"Vel.g.,Glautanadkocovrcekdamj"	Slovenia	2000	03/08/2000	335	MarSLOGv05	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	594	MarSLOGv06	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	595	MarSLOGv07	y		m		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	596	MarSLOGv08	y		?		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	597	MarSLOGv09	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13 u 148_43 u 149_26																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	598	MarSLOGv10	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13 u 148_44																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	599	MarSLOGv11	y		?		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	600	MarSLOGv12	y		?		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	29/09/2000	601	MarSLOGv13	y	30/3/2019	f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13 u 148_59																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	30/09/2000	608	MarSLOGv14	y	30/3/2019	f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13 u 148_60																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	30/09/2000	609	MarSLOGv15	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13																			
Microtus	arvalis	"Glauta,Velikagora"	Slovenia	2000	30/09/2000	610	MarSLOGv16	y		f		Ivan Kos							45.65	14.68333333									Rack04	DNA_13 u 148_21																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	7	MarEEs07			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		25													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	8	MarEEs08			m		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		30													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	9	MarEEs09			m		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		12													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	10	MarEEs10			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		34													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	11	MarEEs11			f	juvenile	Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		13													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2000	01/06/2000	12	MarEEs12			f	juvenile	Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		17													Rack07	DNA_10																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	23/05/2000	"No. 1081; specimen, freezer"	MarBe011	+		m		Thomas Briner	specimen						46.896738	7.506864								Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1001; specimen, freezer"	MarBe007	+				Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1003; specimen, freezer"	MarBe008	+				Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1046; specimen, freezer"	MarBe009	+				Thomas Briner	specimen						46.896738	7.506864								Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1049; specimen, freezer"	MarBe010	+				Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1083; specimen, freezer"	MarBe012	+				Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	22/06/2000	"No. 1171; specimen, freezer"	MarBe014	+				Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2000	21/07/2000	"No. 1155; specimen, freezer"	MarBe013	+		m		Thomas Briner	specimen						46.896738	7.506864				microsat		control region		Box19		DNA_06																			
Microtus	arvalis	Griblje	Slovenia	2001	30/07/2001	M. arvalis 30.07.2001	MarSLOGr01					Natasa Knap	lung						45.572566	15.289931											RNA_153_63	Lung_266_14	yes	yes				yes											
Microtus	arvalis	Griblje	Slovenia	2001	30/07/2001	TT 54/01	MarSLOGr01	y		m		Tomi Trilar	liver in EtOH	"150 m.ü.M. 700m SZ, peatbog"					45.57555556	15.29027778									Rack04	DNA_13																			
Microtus	arvalis	Griblje	Slovenia	2001	30/07/2001	TT 57/01	MarSLOGr02	y		m		Tomi Trilar	liver in EtOH	"150 m.ü.M. 700m SZ, peatbog"					45.57555556	15.29027778									Rack04	DNA_13																			
Microtus	arvalis	Griblje	Slovenia	2001	30/07/2001	TT 59/01	MarSLOGr03	y		f		Tomi Trilar	liver in EtOH	"150 m.ü.M. 700m SZ, peatbog"					45.57555556	15.29027778									Rack04	DNA_13																			
Microtus	arvalis	Griblje	Slovenia	2001	30/07/2001	TT 62/01	MarSLOGr04	y		m		Tomi Trilar	liver in EtOH	"150 m.ü.M. 700m SZ, peatbog"					45.57555556	15.29027778									Rack04	DNA_13																			
Microtus	arvalis	ElEspinar	Spain	2001	01/06/2001	13	MarEEs13			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		32													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2001	01/06/2001	14	MarEEs14			m		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		36													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2001	01/06/2001	15	MarEEs15			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		21													Rack07	DNA_10																			
Microtus	arvalis	ElEspinar	Spain	2001	01/06/2001	16	MarEEs16			f		Mario Diaz	tail	"El Espinar, Campo Azalvaro, province Segovia"		19													Rack07	DNA_10																			
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2001	07/03/2001	"specimen, freezer"	MarBe001					Thomas Briner							46.896738	7.506864																													
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2001	23/05/2001	"specimen, freezer"	MarBe015	+		f		Thomas Briner							46.896738	7.506864				microsat		control region				DNA_06																			
Microtus	arvalis	"AlpediVignone,Ticino"	Switzerland	2001	24/06/2001	P43	MarAv01	y				Monika Pfunder	ear	1970 m. ü. M		23			46.49811016	8.836428189		707300	150600						Rack07	DNA_12 DNA_151_58	RNA_151_72	lung_273_46																	
Microtus	arvalis	"AlpediVignone,Ticino"	Switzerland	2001	24/06/2001	P43	MarAv01					Monika Pfunder	ear	1970 m. ü. M		23			46.49811016	8.836428189																													
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2001	10/07/2001	"specimen, freezer"	MarBe002			f		Thomas Briner							46.896738	7.506864																													
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2001	26/07/2001	"specimen, freezer"	MarBe003			m		Thomas Briner							46.896738	7.506864																													
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2001	26/07/2001	"specimen, freezer"	MarBe004					Thomas Briner							46.896738	7.506864																													
